cliente,tipo_cliente,tipo_tarea,prioridad,texto_tarea
Cliente_12,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_9,Crecer,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_25,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_22,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_9,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_36,Neutro,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_40,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_9,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_21,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_38,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_35,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_34,Crecer,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_4,Crecer,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_17,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_19,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_29,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_36,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_4,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_21,Neutro,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_17,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_24,Neutro,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_13,Crecer,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_5,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_8,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_17,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_30,Neutro,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_21,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_37,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_21,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_33,Crecer,New item,Urgente,Se necesita crear un nuevo recurso desde cero. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_15,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_19,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_1,Crecer,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_40,Neutro,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_21,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_35,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_24,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_19,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_6,Neutro,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_35,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_14,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_14,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_5,Neutro,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_22,Crecer,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_17,Retención,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_27,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_2,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_40,Crecer,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_5,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_20,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_29,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_35,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_35,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_24,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_36,Crecer,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_39,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_23,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_15,Retención,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_12,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_36,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_5,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_32,Neutro,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_16,Crecer,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_21,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_20,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_24,Neutro,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_21,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_28,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_22,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_20,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_39,Crecer,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_9,Neutro,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_5,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_2,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_14,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_35,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_15,Neutro,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_33,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_1,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_9,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_37,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_31,Neutro,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_32,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_3,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_30,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_21,Crecer,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_17,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_25,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_25,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_23,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_31,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_9,Retención,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_18,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_39,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_27,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_31,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_27,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_38,Crecer,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_10,Crecer,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_34,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_19,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_31,Neutro,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_27,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_33,Crecer,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_39,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_9,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_33,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_12,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_35,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_9,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_28,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_34,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_25,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_17,Retención,Design issue,Baja,"Hay un problema con el diseño que debe resolverse. No es prioritario, puede esperar unos días."
Cliente_6,Crecer,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_1,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_8,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_21,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_38,Crecer,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_40,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_27,Retención,New item,Urgente,Se necesita crear un nuevo recurso desde cero. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_36,Retención,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_37,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_8,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_11,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_36,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_1,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_39,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_24,Crecer,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_26,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_39,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_29,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_39,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_3,Retención,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_6,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_26,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_5,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_36,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_18,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_26,Retención,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_33,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_22,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_37,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_37,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_30,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_17,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_15,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_34,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_6,Retención,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_12,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_37,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_13,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_14,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_23,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_6,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_35,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_21,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_33,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_9,Crecer,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_35,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_12,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_30,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_14,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_40,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_16,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_32,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_24,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_12,Retención,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_18,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_13,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_1,Crecer,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_34,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_20,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_11,Crecer,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_7,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_24,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_27,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_35,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_33,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_25,Retención,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_10,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_40,Retención,Copy revision,Urgente,Revisar y corregir el texto del cliente. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_22,Crecer,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_18,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_29,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_34,Neutro,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_2,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_6,Crecer,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_5,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_2,Neutro,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_40,Crecer,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_16,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_9,Retención,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_23,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_30,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_9,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_30,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_35,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_15,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_27,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_34,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_31,Retención,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_31,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_39,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_13,Retención,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_11,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_15,Crecer,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_34,Neutro,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_35,Neutro,New item,Alta,"Se necesita crear un nuevo recurso desde cero. Por favor, dale prioridad a esto."
Cliente_5,Crecer,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_30,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_32,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_35,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_9,Neutro,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_10,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_20,Neutro,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_30,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_10,Crecer,New item,Urgente,Se necesita crear un nuevo recurso desde cero. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_31,Crecer,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_1,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_29,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_7,Retención,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_20,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_3,Neutro,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_20,Crecer,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_14,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_21,Crecer,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_26,Neutro,Copy revision,Baja,"Revisar y corregir el texto del cliente. No es prioritario, puede esperar unos días."
Cliente_38,Neutro,New item,Normal,Se necesita crear un nuevo recurso desde cero. Se puede hacer durante la semana.
Cliente_10,Retención,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_32,Crecer,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_4,Crecer,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_7,Crecer,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_36,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_29,Neutro,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_23,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_32,Neutro,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_32,Crecer,Design issue,Alta,"Hay un problema con el diseño que debe resolverse. Por favor, dale prioridad a esto."
Cliente_21,Neutro,Requested change,Baja,"El cliente solicitó un cambio específico. No es prioritario, puede esperar unos días."
Cliente_39,Neutro,Design issue,Urgente,Hay un problema con el diseño que debe resolverse. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_10,Retención,Requested change,Alta,"El cliente solicitó un cambio específico. Por favor, dale prioridad a esto."
Cliente_30,Crecer,New item,Baja,"Se necesita crear un nuevo recurso desde cero. No es prioritario, puede esperar unos días."
Cliente_2,Retención,Requested change,Normal,El cliente solicitó un cambio específico. Se puede hacer durante la semana.
Cliente_16,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_35,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_32,Neutro,Design issue,Normal,Hay un problema con el diseño que debe resolverse. Se puede hacer durante la semana.
Cliente_21,Retención,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
Cliente_34,Retención,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_9,Crecer,Copy revision,Alta,"Revisar y corregir el texto del cliente. Por favor, dale prioridad a esto."
Cliente_32,Crecer,Copy revision,Normal,Revisar y corregir el texto del cliente. Se puede hacer durante la semana.
Cliente_25,Retención,Requested change,Urgente,El cliente solicitó un cambio específico. Esto es muy urgente. Necesitamos resolverlo hoy.
