client,client_type,task_type,priority,task_text
Client_22,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_15,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_4,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_21,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_29,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_26,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'not visible'.
Client_36,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_9,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_26,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_16,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_37,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_13,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_23,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change button'.
Client_3,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_10,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'not visible'.
Client_16,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'text style'.
Client_19,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_2,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_17,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'move'.
Client_25,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'not visible'.
Client_19,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not work'.
Client_5,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_7,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_33,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'modify text'.
Client_39,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_36,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'incomplete'.
Client_20,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'move'.
Client_23,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'increase space'.
Client_33,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_2,Neutral,Requested change,High,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_26,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_40,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'update'.
Client_28,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_14,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'delete'.
Client_34,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'content adjustment'.
Client_10,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_12,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'align'.
Client_27,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'improve visibility'.
Client_10,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'does not work'.
Client_40,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_2,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_24,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_11,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'move'.
Client_18,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'rewrite'.
Client_14,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
Client_21,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'relocate'.
Client_39,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'remove phrase'.
Client_40,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_30,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'rewrite'.
Client_34,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'incomplete'.
Client_4,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_19,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_34,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
Client_6,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_26,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'critical'.
Client_38,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'spelling'.
Client_17,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'replace'.
Client_6,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_34,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_3,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_11,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'change text'.
Client_27,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'bug'.
Client_8,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_1,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not work'.
Client_39,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_30,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'move'.
Client_16,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'reduce size'.
Client_4,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'relocate'.
Client_10,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change location'.
Client_4,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'cuts off'.
Client_40,Retention,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'improve writing'.
Client_38,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'cuts off'.
Client_21,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change image'.
Client_36,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'blocks'.
Client_22,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'relocate'.
Client_7,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_28,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_9,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_32,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'rewrite'.
Client_1,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'replace'.
Client_14,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_23,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_19,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_36,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_22,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'reduce size'.
Client_22,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'content adjustment'.
Client_3,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'critical'.
Client_35,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'remove phrase'.
Client_4,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_36,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_23,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_22,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_12,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_3,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_24,Retention,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_12,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_29,Retention,New item,Low,A new resource needs to be created from scratch. Issue related to 'tone'.
Client_13,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'spacing'.
Client_20,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'spelling'.
Client_34,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not visible'.
Client_30,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'not visible'.
Client_39,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'relocate'.
Client_7,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'cuts off'.
Client_14,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_29,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'blocks'.
Client_8,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_36,Retention,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'content adjustment'.
Client_19,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_35,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'not visible'.
Client_7,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_39,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_22,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'content adjustment'.
Client_30,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_7,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'misconfigured'.
Client_10,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'remove phrase'.
Client_12,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_30,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_31,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_39,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not load'.
Client_21,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_26,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'adjust'.
Client_31,Retention,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_28,Retention,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_12,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_8,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_29,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_39,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'relocate'.
Client_6,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'move'.
Client_10,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_40,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_20,Retention,Requested change,Low,The client requested a specific change. Issue related to 'remove phrase'.
Client_23,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_26,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'not visible'.
Client_1,Neutral,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_2,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_26,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_9,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'add word'.
Client_27,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_2,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_6,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'content adjustment'.
Client_39,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_36,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'adjust'.
Client_28,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'increase space'.
Client_33,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'not visible'.
Client_37,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'urgent'.
Client_6,Growth,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_34,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'does not appear'.
Client_35,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_35,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_37,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_19,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'improve visibility'.
Client_4,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'cuts off'.
Client_40,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_5,Neutral,Requested change,High,The client requested a specific change. Issue related to 'blocks'.
Client_18,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_12,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'center'.
Client_12,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_3,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_10,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'rewrite'.
Client_29,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_4,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'critical'.
Client_26,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'increase space'.
Client_25,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'error'.
Client_34,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'critical'.
Client_25,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_28,Retention,Requested change,High,The client requested a specific change. Issue related to 'blocks'.
Client_7,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'increase space'.
Client_38,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'adjust'.
Client_21,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'move'.
Client_27,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'center'.
Client_15,Neutral,Requested change,High,The client requested a specific change. Issue related to 'does not work'.
Client_40,Growth,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'fix style'.
Client_8,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'error'.
Client_25,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'adjust'.
Client_17,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_28,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_18,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'relocate'.
Client_17,Neutral,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_32,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'adjust'.
Client_32,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_29,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not appear'.
Client_37,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_10,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'fix style'.
Client_25,Growth,Requested change,Low,The client requested a specific change. Issue related to 'alt text'.
Client_1,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_5,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_8,Retention,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_26,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'align'.
Client_6,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'adjust'.
Client_36,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_25,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change button'.
Client_13,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_32,Retention,Requested change,High,The client requested a specific change. Issue related to 'critical'.
Client_2,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'relocate'.
Client_26,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'text style'.
Client_35,Growth,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'change text'.
Client_10,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'not visible'.
Client_16,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'not visible'.
Client_20,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_38,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'misconfigured'.
Client_5,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_21,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_3,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'blocks'.
Client_10,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'adjust'.
Client_29,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_11,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not work'.
Client_12,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'reorder'.
Client_9,Growth,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_16,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_40,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'move'.
Client_36,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_40,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_18,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'fix style'.
Client_31,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'relocate'.
Client_4,Retention,Requested change,High,The client requested a specific change. Issue related to 'blocks'.
Client_22,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_35,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'replace'.
Client_5,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_27,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not load'.
Client_21,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reduce size'.
Client_25,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_4,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_12,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_23,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'relocate'.
Client_37,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_30,Retention,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_39,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_6,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reduce size'.
Client_38,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_16,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_37,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'change text'.
Client_31,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_31,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_6,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_14,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not appear'.
Client_2,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'critical'.
Client_37,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'modify text'.
Client_9,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'does not allow to continue'.
Client_30,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_25,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'delete'.
Client_28,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'spelling'.
Client_40,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'center'.
Client_4,Growth,Requested change,High,The client requested a specific change. Issue related to 'not visible'.
Client_24,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'broken / is broken'.
Client_9,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_38,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'content adjustment'.
Client_15,Retention,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_18,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'urgent'.
Client_33,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_29,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'critical'.
Client_6,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_7,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_10,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_31,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'move'.
Client_19,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'rewrite'.
Client_34,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'not responsive / does not adapt'.
Client_32,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'error'.
Client_20,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_19,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_30,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'simplify'.
Client_12,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_3,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'center'.
Client_12,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'center'.
Client_10,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_2,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change button'.
Client_21,Growth,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_31,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'improve writing'.
Client_29,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'relocate'.
Client_9,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_40,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_4,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_18,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_6,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'not responsive / does not adapt'.
Client_39,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'add word'.
Client_26,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_1,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'critical'.
Client_36,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'remove phrase'.
Client_29,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'remove phrase'.
Client_9,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_31,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_6,Growth,Requested change,High,The client requested a specific change. Issue related to 'critical'.
Client_37,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_19,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_38,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not work'.
Client_10,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_27,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_32,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'center'.
Client_38,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_8,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_38,Growth,Requested change,High,The client requested a specific change. Issue related to 'error'.
Client_23,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_4,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_7,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_20,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_10,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'urgent'.
Client_27,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_33,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'spacing'.
Client_35,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change location'.
Client_8,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_24,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'alt text'.
Client_34,Neutral,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_2,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_15,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_28,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'urgent'.
Client_28,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'incomplete'.
Client_38,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'change text'.
Client_5,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'replace'.
Client_39,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_2,Growth,Requested change,Low,The client requested a specific change. Issue related to 'add word'.
Client_23,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_7,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reduce size'.
Client_19,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_14,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'adjust'.
Client_29,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_25,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_8,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_19,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'urgent'.
Client_8,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_29,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_13,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'add word'.
Client_12,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_29,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not respond'.
Client_26,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_5,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_8,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'simplify'.
Client_38,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not respond'.
